Open,High,Low,Close,Adj Close,Volume
28.610000610351562,29.079999923706055,27.40999984741211,28.190000534057617,26.89224624633789,28747600
27.389999389648438,28.75,26.729999542236328,28.709999084472656,27.3883056640625,36639700
29.520000457763672,31.440000534057617,29.420000076293945,31.149999618530273,29.715980529785156,45119300
30.25,31.139999389648438,28.18000030517578,28.280000686645508,26.978103637695312,33647700
27.489999771118164,27.610000610351562,23.729999542236328,24.049999237060547,22.942834854125977,60169600
24.829999923706055,24.979999542236328,23.8799991607666,24.479999542236328,23.35304069519043,32519800
25.770000457763672,26.420000076293945,24.209999084472656,24.299999237060547,23.181325912475586,43992500
23.540000915527344,24.760000228881836,23.079999923706055,23.170000076293945,22.10334587097168,41127600
24.3700008392334,24.549999237060547,23.010000228881836,23.6200008392334,22.53263282775879,39543800
24.579999923706055,25.559999465942383,24.170000076293945,25.399999618530273,24.23068618774414,40086400
25.729999542236328,25.729999542236328,24.049999237060547,24.06999969482422,22.9619140625,35955500
23.770000457763672,23.799999237060547,19.559999465942383,20.309999465942383,19.37500762939453,69409200
19.709999084472656,20.309999465942383,18.40999984741211,18.989999771118164,18.11577606201172,62816100
20.190000534057617,20.3799991607666,18.760000228881836,20.020000457763672,19.098360061645508,64535300
20.979999542236328,21.309999465942383,20.110000610351562,21.0,20.033245086669922,45543100
20.860000610351562,20.969999313354492,18.719999313354492,19.0,18.125316619873047,56762600
19.360000610351562,20.3799991607666,18.940000534057617,20.219999313354492,19.289152145385742,37383900
19.190000534057617,20.579999923706055,18.5,20.079999923706055,19.15559959411621,54064200
20.75,21.75,20.56999969482422,21.09000015258789,20.11910057067871,51589700
20.829999923706055,21.389999389648438,19.979999542236328,20.190000534057617,19.260536193847656,31466900
20.690000534057617,21.18000030517578,18.8799991607666,19.06999969482422,18.192094802856445,68369600
19.709999084472656,20.1200008392334,18.84000015258789,18.850000381469727,17.982223510742188,43770600
19.850000381469727,20.360000610351562,19.290000915527344,20.229999542236328,19.29869270324707,52984700
20.6299991607666,21.799999237060547,20.450000762939453,21.209999084472656,20.233577728271484,51427600
22.219999313354492,23.440000534057617,21.5,23.299999237060547,22.22736167907715,39551700
23.1200008392334,24.09000015258789,22.600000381469727,23.649999618530273,22.561248779296875,41046300
21.31999969482422,22.780000686645508,21.0,21.309999465942383,20.3289737701416,53777800
22.530000686645508,22.989999771118164,22.18000030517578,22.43000030517578,21.397415161132812,40470000
21.469999313354492,22.18000030517578,21.3799991607666,22.09000015258789,21.07306671142578,27292100
22.31999969482422,22.479999542236328,21.020000457763672,21.940000534057617,20.929973602294922,35043700
21.75,22.219999313354492,21.1299991607666,21.8799991607666,20.872732162475586,37253300
22.920000076293945,23.459999084472656,21.09000015258789,21.399999618530273,20.41482925415039,40296600
21.3799991607666,21.959999084472656,20.3799991607666,20.469999313354492,19.52764320373535,33552900
20.299999237060547,21.329999923706055,19.75,21.149999618530273,20.17633819580078,32534900
21.139999389648438,22.1200008392334,20.81999969482422,21.850000381469727,20.844114303588867,40381600
21.56999969482422,21.59000015258789,20.040000915527344,20.1200008392334,19.193758010864258,45262100
20.239999771118164,21.440000534057617,19.239999771118164,21.31999969482422,20.33851432800293,55552600
21.020000457763672,22.8799991607666,20.81999969482422,22.520000457763672,21.4832706451416,73680400
23.239999771118164,23.979999542236328,21.729999542236328,22.579999923706055,21.540508270263672,61915200
21.399999618530273,21.75,20.170000076293945,20.520000457763672,19.57534408569336,50110500
21.489999771118164,22.6200008392334,21.170000076293945,21.299999237060547,20.319433212280273,49619800
21.6299991607666,21.920000076293945,18.700000762939453,18.850000381469727,17.982223510742188,56546600
18.770000457763672,19.510000228881836,18.299999237060547,19.139999389648438,18.25887107849121,44877000
19.1200008392334,19.579999923706055,18.389999389648438,18.530000686645508,17.67695426940918,34470100
17.940000534057617,19.139999389648438,17.360000610351562,18.31999969482422,17.655752182006836,39980300
18.299999237060547,18.829999923706055,16.84000015258789,18.809999465942383,18.12798500061035,55897800
17.899999618530273,18.350000381469727,16.549999237060547,17.299999237060547,16.672733306884766,73553300
17.729999542236328,18.770000457763672,17.610000610351562,18.200000762939453,17.540103912353516,47051000
18.049999237060547,19.09000015258789,17.8700008392334,18.899999618530273,18.214723587036133,33815300
19.049999237060547,20.200000762939453,19.020000457763672,19.31999969482422,18.619495391845703,37406700
18.440000534057617,18.489999771118164,17.049999237060547,17.450000762939453,16.817296981811523,53699900
16.84000015258789,17.0,16.31999969482422,16.649999618530273,16.046300888061523,50730900
17.0,17.1200008392334,16.270000457763672,16.280000686645508,15.689720153808594,42297300
16.639999389648438,17.360000610351562,16.440000534057617,16.75,16.142677307128906,41151000
16.700000762939453,17.979999542236328,16.65999984741211,17.700000762939453,17.0582332611084,43158700
18.299999237060547,19.219999313354492,18.229999542236328,18.670000076293945,17.99306297302246,45120400
19.229999542236328,19.639999389648438,18.549999237060547,18.940000534057617,18.253273010253906,37391200
19.489999771118164,19.59000015258789,17.93000030517578,17.989999771118164,17.337717056274414,33734000
17.65999984741211,18.3700008392334,17.6299991607666,18.290000915527344,17.626840591430664,25613900
17.75,19.31999969482422,17.670000076293945,19.25,18.552032470703125,46046300
19.18000030517578,19.6200008392334,18.469999313354492,18.81999969482422,18.137622833251953,30133500
18.8799991607666,19.530000686645508,18.209999084472656,18.899999618530273,18.214723587036133,31631000
19.549999237060547,19.709999084472656,18.889999389648438,18.93000030517578,18.243637084960938,23917900
18.420000076293945,19.149999618530273,18.0,18.649999618530273,17.973787307739258,25005400
