
367,FDS,FactSet Research Systems Inc.,18.13B,475.92,-0.69%,2.12B
368,CLX,The Clorox Company,18.02B,145.25,-0.33%,7.04B
369,HUBB,Hubbell Incorporated,17.99B,335.57,-2.54%,5.37B
370,STX,Seagate Technology Holdings plc,17.99B,85.68,-2.18%,6.47B
371,NTAP,"NetApp, Inc.",17.97B,87.20,-1.97%,6.10B
372,OMC,Omnicom Group Inc.,17.89B,90.38,-1.09%,14.50B
373,LUV,Southwest Airlines Co.,17.82B,29.89,-0.99%,25.44B
374,TYL,"Tyler Technologies, Inc.",17.81B,422.75,-2.15%,1.92B
375,CNP,"CenterPoint Energy, Inc.",17.64B,27.94,-0.11%,9.23B
376,BALL,Ball Corporation,17.48B,55.45,-1.93%,14.17B
377,HOLX,"Hologic, Inc.",17.47B,74.44,-0.65%,4.03B
378,CINF,Cincinnati Financial Corporation,17.39B,110.80,-1.10%,9.77B
379,RF,Regions Financial Corporation,17.36B,18.67,-4.16%,7.26B
380,ATO,Atmos Energy Corporation,17.19B,113.94,-0.50%,4.28B
381,J,Jacobs Engineering Group Inc.,17.02B,134.77,-2.56%,16.35B
382,SWKS,"Skyworks Solutions, Inc.",16.71B,104.46,0.12%,4.64B
383,EG,"Everest Group, Ltd.",16.70B,384.97,1.38%,14.18B
384,CMS,CMS Energy Corporation,16.68B,57.16,-0.21%,7.79B
385,HRL,Hormel Foods Corporation,16.61B,30.37,-1.01%,12.11B
386,TXT,Textron Inc.,16.60B,84.71,-1.50%,13.43B
387,NTRS,Northern Trust Corporation,16.34B,79.64,-1.51%,6.73B
388,L,Loews Corporation,16.27B,72.86,-1.25%,15.44B
389,EPAM,"EPAM Systems, Inc.",16.10B,278.11,-1.69%,4.76B
390,SYF,Synchrony Financial,16.08B,38.87,-2.09%,7.70B
391,AVY,Avery Dennison Corporation,16.06B,199.45,-0.89%,8.28B
392,IEX,IDEX Corporation,15.99B,211.50,-1.02%,3.30B
393,JBL,Jabil Inc.,15.98B,125.29,-1.81%,33.45B
394,CE,Celanese Corporation,15.92B,146.29,-2.73%,10.72B
395,TSN,"Tyson Foods, Inc.",15.68B,54.76,-0.54%,52.88B
396,FSLR,"First Solar, Inc.",15.63B,146.30,-1.83%,3.16B
397,BBY,"Best Buy Co., Inc.",15.61B,72.49,-1.13%,43.54B
398,SNA,Snap-on Incorporated,15.30B,289.93,-1.49%,5.06B
399,CFG,"Citizens Financial Group, Inc.",15.25B,32.70,-4.69%,7.79B
400,FOX,Fox Corporation,15.20B,30.01,0.70%,14.93B
401,LDOS,"Leidos Holdings, Inc.",15.19B,110.47,-1.02%,15.16B
402,MAS,Masco Corporation,15.11B,67.29,-1.78%,8.01B
403,FOXA,Fox Corporation,15.10B,32.30,-,14.93B
404,GEN,Gen Digital Inc.,15.04B,23.48,-2.04%,3.78B
405,ESS,"Essex Property Trust, Inc.",14.97B,233.27,-0.51%,1.66B
406,DPZ,"Domino's Pizza, Inc.",14.87B,426.22,-1.96%,4.47B
407,PKG,Packaging Corporation of America,14.87B,165.88,-1.89%,7.84B
408,MGM,MGM Resorts International,14.81B,43.37,-0.66%,15.38B
409,LW,"Lamb Weston Holdings, Inc.",14.79B,102.44,-1.03%,6.35B
410,TER,"Teradyne, Inc.",14.77B,96.59,-7.65%,672.61B
411,MAA,"Mid-America Apartment Communities, Inc.",14.75B,126.38,-2.76%,2.13B
412,EQT,EQT Corporation,14.56B,35.40,-2.07%,8.35B
413,DGX,Quest Diagnostics Incorporated,14.44B,128.43,-0.31%,9.30B
414,CF,"CF Industries Holdings, Inc.",14.43B,75.51,-2.44%,7.67B
415,NDSN,Nordson Corporation,14.38B,251.72,-2.14%,2.63B
416,POOL,Pool Corporation,14.36B,371.25,-2.21%,5.63B
417,SWK,"Stanley Black & Decker, Inc.",14.30B,93.30,-2.09%,16.03B
418,ENPH,"Enphase Energy, Inc.",14.22B,104.13,-2.09%,2.71B
419,NWSA,News Corporation,14.17B,24.64,-0.65%,9.90B
420,NWS,News Corporation,14.13B,25.57,-0.85%,9.90B
421,VTRS,Viatris Inc.,14.12B,11.77,-0.34%,15.47B
422,BEN,"Franklin Resources, Inc.",14.02B,26.63,-1.84%,7.87B
423,SJM,The J. M. Smucker Company,13.96B,131.55,-1.05%,8.19B
424,CAG,"Conagra Brands, Inc.",13.93B,29.15,-0.99%,12.17B
425,AMCR,Amcor plc,13.63B,9.43,-1.36%,14.43B
426,KIM,Kimco Realty Corporation,13.62B,20.20,-1.32%,1.77B
427,KEY,KeyCorp,13.60B,14.53,-3.13%,6.09B
428,UAL,"United Airlines Holdings, Inc.",13.57B,41.38,-0.67%,53.72B
429,HST,"Host Hotels & Resorts, Inc.",13.56B,19.22,-2.34%,5.25B
430,ALB,Albemarle Corporation,13.47B,114.74,-4.63%,9.88B
431,MRO,Marathon Oil Corporation,13.37B,22.85,-2.93%,6.74B
432,TAP,Molson Coors Beverage Company,13.33B,61.79,-1.72%,11.54B
433,PODD,Insulet Corporation,13.33B,190.87,-0.65%,1.56B
434,CPB,Campbell Soup Company,13.30B,44.63,-0.11%,9.30B
435,RVTY,"Revvity, Inc.",13.23B,107.18,-3.60%,2.80B
436,INCY,Incyte Corporation,13.17B,58.77,-0.86%,3.61B
437,BG,Bunge Limited,12.80B,88.09,-2.45%,61.26B
438,TRMB,Trimble Inc.,12.65B,50.86,-3.75%,3.72B
439,IPG,"The Interpublic Group of Companies, Inc.",12.64B,32.99,-0.84%,10.85B
440,LKQ,LKQ Corporation,12.49B,46.67,-1.81%,13.37B
441,LNT,Alliant Energy Corporation,12.42B,48.66,-0.45%,4.12B
442,IP,International Paper Company,12.40B,35.83,-1.35%,19.45B
443,ZBRA,Zebra Technologies Corporation,12.30B,239.55,-4.53%,5.08B
444,PNR,Pentair plc,12.09B,73.17,0.37%,4.10B
445,JKHY,"Jack Henry & Associates, Inc.",12.08B,165.83,-2.14%,2.12B
446,NRG,"NRG Energy, Inc.",11.97B,53.04,-1.09%,29.87B
447,UDR,"UDR, Inc.",11.85B,36.02,-1.26%,1.61B
448,JNPR,"Juniper Networks, Inc.",11.84B,36.96,-0.59%,5.56B
449,EVRG,"Evergy, Inc.",11.66B,50.77,0.16%,5.60B
450,GL,Globe Life Inc.,11.65B,122.82,-1.24%,5.35B
451,NI,NiSource Inc.,11.62B,25.97,-0.57%,5.79B
452,REG,Regency Centers Corporation,11.57B,62.67,-0.81%,1.28B
453,AOS,A. O. Smith Corporation,11.54B,77.61,-2.65%,3.80B
454,TFX,Teleflex Incorporated,11.41B,242.83,-0.82%,2.96B
455,KMX,"CarMax, Inc.",11.24B,71.18,-2.16%,26.63B
456,AES,The AES Corporation,11.17B,16.68,-0.70%,12.76B
457,TECH,Bio-Techne Corporation,11.12B,70.32,-3.29%,1.14B
458,CRL,"Charles River Laboratories International, Inc.",11.09B,216.28,-3.43%,4.22B
459,PAYC,"Paycom Software, Inc.",10.98B,190.24,-2.70%,1.63B
460,ALLE,Allegion plc,10.88B,123.89,-1.82%,3.61B
461,CDAY,Ceridian HCM Holding Inc.,10.85B,69.52,0.10%,1.45B
462,FFIV,"F5, Inc.",10.80B,183.70,-1.68%,2.12B
463,BXP,"Boston Properties, Inc.",10.77B,66.50,-5.00%,3.23B
464,WYNN,"Wynn Resorts, Limited",10.67B,94.43,-0.59%,5.70B
465,PEAK,"Healthpeak Properties, Inc.",10.54B,18.50,-0.64%,2.15B
466,MTCH,"Match Group, Inc.",10.43B,38.38,1.72%,3.28B
467,WRK,WestRock Company,10.33B,40.26,-2.73%,20.31B
468,HII,"Huntington Ingalls Industries, Inc.",10.29B,258.92,-0.54%,11.09B
469,MOS,The Mosaic Company,10.04B,30.71,-3.37%,15.03B
470,CPT,Camden Property Trust,10.02B,93.84,-1.28%,1.55B
471,EMN,Eastman Chemical Company,9.91B,83.55,-1.81%,9.38B
472,DVA,DaVita Inc.,9.88B,108.16,0.60%,11.91B
473,UHS,"Universal Health Services, Inc.",9.87B,158.81,-0.09%,14.03B
474,CHRW,"C.H. Robinson Worldwide, Inc.",9.81B,84.09,-2.12%,18.44B
475,PARA,Paramount Global,9.75B,14.59,6.65%,30.15B
476,HSIC,"Henry Schein, Inc.",9.72B,74.84,0.08%,12.69B
477,QRVO,"Qorvo, Inc.",9.71B,99.74,-0.52%,3.13B
478,BBWI,"Bath & Body Works, Inc.",9.64B,42.66,-2.27%,7.41B
479,APA,APA Corporation,9.49B,31.33,-3.36%,8.68B
480,CZR,"Caesars Entertainment, Inc.",9.46B,43.87,-0.90%,11.52B
481,CTLT,"Catalent, Inc.",9.33B,51.64,-2.64%,4.22B
482,AAL,American Airlines Group Inc.,9.30B,14.23,-2.06%,52.91B
483,RL,Ralph Lauren Corporation,9.29B,143.67,-1.90%,6.50B
484,BIO,"Bio-Rad Laboratories, Inc.",9.28B,320.89,-3.47%,2.72B
485,TPR,"Tapestry, Inc.",8.89B,38.79,-1.70%,6.67B
486,AIZ,"Assurant, Inc.",8.83B,167.95,-1.26%,10.80B
487,MKTX,MarketAxess Holdings Inc.,8.49B,225.51,-17.80%,752.55M
488,RHI,Robert Half International Inc.,8.42B,79.54,-2.30%,6.39B
489,FRT,Federal Realty Investment Trust,8.30B,101.73,-1.81%,1.12B
490,ETSY,"Etsy, Inc.",7.97B,66.56,-4.53%,2.71B
491,BWA,BorgWarner Inc.,7.97B,33.90,-1.51%,16.43B
492,PNW,Pinnacle West Capital Corporation,7.81B,68.90,-0.92%,4.71B
493,NCLH,Norwegian Cruise Line Holdings Ltd.,7.57B,17.80,0.79%,8.08B
494,XRAY,DENTSPLY SIRONA Inc.,7.36B,34.75,-0.80%,3.94B
495,IVZ,Invesco Ltd.,7.12B,15.83,-2.70%,5.75B
496,FMC,FMC Corporation,7.01B,56.20,-2.24%,4.96B
497,GNRC,Generac Holdings Inc.,6.98B,113.67,-1.87%,4.01B
498,CMA,Comerica Incorporated,6.93B,52.58,-5.41%,3.72B
499,HAS,"Hasbro, Inc.",6.79B,48.95,-2.06%,5.39B
500,MHK,"Mohawk Industries, Inc.",6.64B,104.25,0.56%,11.17B
501,VFC,V.F. Corporation,6.40B,16.46,-4.41%,11.39B
502,ZION,"Zions Bancorporation,NA",6.21B,41.90,-5.72%,3.08B
503,WHR,Whirlpool Corporation,6.01B,109.52,-0.45%,19.46B
