id,future_price
027371cc-bcd8-5b62-9d7c-8f6bc569016d,0.12
0274c2e0-51a3-5a90-a0bf-e1d4f48e5183,0.67
0289541c-c482-5a16-9f3e-7825938e68e9,0.17
028bfc05-61a1-53a8-95a2-dcfd5610ba01,0.34
028eaac2-41fd-545b-934a-6ff1d4c727d1,0.16
02995cc1-60ec-59ae-a873-231837f8e18c,0.24
02a84d04-6bc2-5416-bb62-311e705cb9ab,1.94
02af68ca-f4cb-5382-8f28-77852f1cb31e,0.14
02b431b8-406a-5b6c-920b-e3906b0da2e0,0.15
02c39d90-96b3-56b7-a9d4-d5b4f33aea01,0.12
02c6dc69-bb03-5191-bf25-361ca6ddc449,0.19
02c72ec7-d299-5b19-9602-16eea2e8a7c5,0.16
02d62f47-4493-53f6-a735-f6c2a41e1335,0.36
02e79221-541c-566b-958a-91f94d6a7ba6,0.18
02f5f975-be30-5198-8807-684c85acd601,1.45
02fe37dd-af15-5a75-81c5-075eef1ad00b,0.25
03020140-8f38-58ed-a46c-e9020951c01a,0.25
0316eb9f-332b-522c-bd57-11afe8c1358c,3.34
0318a3ea-629d-5202-8b98-2aef34bd5b28,0.65
031b48eb-15ea-5ffa-afb0-ee29197a3363,0.2
0326216e-0f49-53b6-b0c2-dc412b837de6,0.25
0333efab-3ff3-5679-a6ff-ba74be373415,0.64
03388961-2dea-5b15-9cff-433525ffc782,0.14
034086d5-9531-5c0f-9227-87530a203533,0.2
0347189f-1ba5-5df4-899a-12ee09e77d43,0.2
035e097c-9dd0-55aa-bcc7-96ca3867eace,0.14
036cd3a8-07a0-5e44-af53-c79fdd01b069,0.2
03713353-7f34-5a96-bffa-43f1de48ce0a,0.15
037f7c4e-17da-57bc-89ac-873f581a5777,0.13
038a7629-706d-5523-a8d5-e9d8fb3d08d6,0.15
03930bfe-b810-549f-9a5c-d58d97163f6a,0.36
03a0b3c8-0e09-5917-8cb1-36cba5fb4a75,0.13
03b33f9b-9e84-5437-952d-4d9cb8911774,1.99
03b5dfc0-9e2a-5b01-9703-c6ec4e306f2d,0.15
03b71e96-96f4-5e8c-8d33-383f8755f801,0.15
03c3f8a9-61a0-5748-9e6c-f2b66f935f45,0.99
03c636cf-e992-57e8-bd48-3c1a89bb89df,1
03da3720-dd05-55df-87a4-55ff0e6db0f5,0.15
03db5ddc-7c6f-528a-8761-11899d90726b,0.15
040234b9-797c-5192-ac49-e5b47a67a971,0.15
0402b326-43fd-5088-a55f-5358c3dc4140,0.15
04054c80-4da8-5ee1-84a8-abbc65ede68e,0.25
041909c5-7409-536c-8ad6-3c6bcb232b57,0.24
04250e23-828f-5ca9-a217-49f8ed6a0ac2,1.85
042e1e09-b33a-5c6f-8210-c7ffb9250a9f,0.19
043b2460-0892-5cb2-b81c-99a42e2d2fb7,7
043d55a8-4518-5d00-9683-5c0fabfe2150,0.47
04484ca4-0d90-5a02-9b20-d9a6a1581854,0.13
044cb8aa-0f13-56ba-a2dd-40633cfb6427,1.3
0456cf5b-958d-556f-b3b1-ee71b2dde807,0.49
045e999e-0ab9-5592-a566-5cb8b2910041,0.4
04650b89-de65-5d96-9f74-3ad78e81bd49,0.4
046523d2-a648-568f-961e-dcb0f015f82f,0.13
046efd79-2d46-5a1b-8d14-7291dff9a73b,0.15
0472819f-51a6-59b4-a734-affb36183f2c,0.74
049466d5-3ec5-568d-b56f-99982b09cdf2,0.39
0494f267-bb73-53e4-9b74-df628930c646,0.4
049d8701-53f0-5ae4-bd93-c2527152b9e1,0.16
04a3d0ae-4781-50d4-b242-69f0742c52e5,1.01
04b8e301-6380-5bb7-8928-396978a6ec61,0.11
04bd9007-be31-503e-b5af-aafe52ea8f8d,0.17
04cc3a52-b098-555f-bd46-efc27e6d4e16,0.13
04f391b8-7cee-5d23-a9e5-69ef62b5f6d1,1.27
04f7b1fa-2baa-56be-bc7b-0e5412409260,0.27
04fb3099-fe33-584a-9ab9-b499d59c75cf,0.34
05029673-c2b0-53d3-8f4d-ef81dbec6141,0.23
0513808b-d239-505a-b2e6-94ba630479dc,25.59
0513833e-7956-5ccd-ba14-1bde5b50d86f,0.2
051681cf-880a-5db4-813b-c32df6f9360b,0.84
0520cfc1-4bfc-54e0-af57-b6b5aefd94b0,0.25
0524d1d2-110f-5d07-8270-a5f43bc77cd2,0.56
0524fce5-2bd8-5069-8ff2-db0c48f7b90b,0.2
053084e5-a110-54a7-8306-556600f144e5,0.13
053c51da-f7c9-5455-9794-78c319c34f5e,0.14
0541f2fe-fb7b-5c67-8822-7fc065242905,0.14
05446f39-980f-5304-8281-6f477b23f093,0.15
0546b07f-ea01-524f-8dbb-d661a360528e,2.25
0551f2ca-936a-5d31-bf52-3b6cc49a9a99,0.18
055d38dd-3ef5-5fa1-974c-05f5093cc16d,0.14
055f6e75-268f-59cf-ae62-92d5b61b5983,0.24
0585b33b-7141-5176-87a6-f0340840fbb6,1.14
0587ff07-5310-5ac6-8cdd-36ffabfcf796,0.17
058ed9ac-91f8-598b-9310-95991906738b,0.2
05915a27-7d83-5d89-b347-efec7ed84d53,0.13
0596a05b-233c-5790-94dd-996d84807d02,0.12
05ae0f9d-f920-5346-853e-d21f246cb926,0.12
05aefb07-48f3-5d82-9fe6-a35f63368a92,0.37
05b950b8-d612-5ea1-b26b-6468f84778ab,0.15
05bbc14d-0486-503d-a018-ee48265df87d,0.35
05c9c55e-caae-51ff-ac21-85f9efc1733e,0.19
05d9e9c6-2bf2-51c6-8234-d7c6fda8f7f3,0.79
05ea60d2-f1c0-582a-8f84-77ad4f4ba5e4,0.17
05f1f1bd-7706-5723-8d94-e99dc8192f80,0.15
05f6cdb3-dabe-5701-b6d2-1dbbacd6db94,1.5
05fb6ae7-ae06-507b-ac93-3f6e2a90b07e,0.14
06009e6f-4d4b-59ef-b2e6-8ab80163b659,1.49
06098315-8a92-5f1b-bbe5-407a614d8d77,0.2
0609892a-9764-53ca-8e9b-4d1925c86f60,0.18
0609ab9a-0b41-5141-9406-813cde7ba3bf,0.24
0619e623-8784-54c5-89ba-31b14d7501df,4.24
061a7529-c7d1-57fd-862a-e3135dad94e8,1
0622bb5a-acc6-5c96-9cd4-ee67f8088ec2,0.99
0624582e-ab6c-508f-ab6f-c1d7f105a362,0.15
06257053-92f5-5136-8353-c44a2c9da4c6,0.24
062ac534-2bd7-5afb-bbd4-1d634b376111,0.22
0642aa64-e75a-56e1-805c-c9d67203b7cd,0.17
06595571-5a06-5b32-bac5-2618dacd7b3e,0.26
065b2bf2-7448-5a56-9ae4-a65d9a40079e,0.2
0662ae1d-efcb-53a0-9701-8f6ef8ea90fd,0.14
0664122a-923a-5c48-ac5e-b6a283cb174d,3.49
0664aa54-b5fb-5d81-9582-c9531c87291e,3.43
066c1cc1-b995-51fd-947b-6c0c448b9c2c,0.25
066d9051-0b4e-51a2-94f0-3130c9ccfbaf,21.68
06748cb7-2fb2-5621-aa57-a2eb9ece20ac,0.2
0677c530-871a-58e4-9b47-8343ee91172f,0.3
06832988-8b3e-5ca5-8226-5e4b4487c045,0.34
06847869-d455-5c4a-b513-5e61a0f73520,0.13
068ce53c-57e2-5f91-8a29-a8a008217277,10.79
06916f3b-2a3a-544c-bb2c-b4d27d9859f0,1.69
0695a9b7-b3e8-57f3-bcbd-69821cc7c16f,0.19
0698be15-a946-568e-9bbb-abd940610a5e,0.14
06a17c8e-4ca0-5455-bde5-7157065fdea1,2.4
06ac50dc-c890-5e3b-b5bb-12f809bd181b,0.1
06b3992e-1918-5a6c-bddb-7beed9b9d0b7,0.11
06bd197d-daee-556a-9e43-e611da817880,1.45
06bdbbdc-7b4a-54b0-b13b-5120ba60ad8b,0.14
06bdd677-783c-55bf-8e86-98caef2f8fa8,0.49
06cf728c-a5ab-50ee-84ba-84f03e493db3,0.12
06fc451a-4b1c-54b9-a1b6-cd0362a649c4,0.15
06ffbe11-e774-52e7-a393-917b1af8ef02,4.12
07004d84-eb35-5200-b401-acf81805aa66,0.15
07060fdc-ecd5-58e2-ab5b-327ce47b6afb,4.99
0716e472-1ceb-5dce-bded-9365120d494d,0.74
0720ece6-af31-55bc-9ef0-62d885ad4cc0,0.15
0726169a-f2a5-5f16-bb10-d7b27ec807e8,0.94
072f42fd-d52d-57f0-9e40-efc77cd60994,1.24
072ffb45-6c5f-5217-9f50-09148f48d210,0.25
0732007c-6797-5f48-93b3-1eb4256beddf,0.14
0735bb46-97c9-59f2-9429-dd90bb2e0d53,1.3
0739666d-2817-5a9c-be7d-baff4c226e38,11.09
074305a4-2441-533b-ac95-e36bfda3ce38,0.16
07434ea9-7a34-5c89-ad35-caa61118a1fd,0.14
0749e7b2-e623-5d24-ae8a-f4d8eef2d4b9,0.19
074dc8b0-8ced-5089-8388-44e8aa94a90a,0.35
07552d33-6de8-5e1f-a985-d1c697f87c0d,0.17
075b1f28-306b-5d5c-878b-599a2d037380,0.25
077f1dee-513a-55bb-ac49-a19a875ef63c,3.2
078b5e8a-5b0a-5ed9-90e0-e8bfc01258ca,0.4
078fefdd-015f-5d23-a04d-277ccd4cdf91,0.24
0795774a-e413-5f47-83f7-53fc65fbaf98,0.15
07a07cec-3e22-548c-bc4e-c18ecc84aa90,0.14
07aa2859-7590-59fa-971d-2b010b5b8dc5,0.45
07af1fa6-50b9-51e2-9c08-b5e1d5405ffd,0.1
07b69dea-b7aa-5bec-8d36-5ed77bd5eec4,0.39
07b76118-9c87-5976-b976-1f97e165af75,9.6
07baa45a-f95e-5358-a8b3-248b2123dd1e,0.36
07bf3358-c256-57e8-a199-a717727f3a7a,0.14
07c0fd89-1cc6-5b5f-b6ce-d95b9e9ba052,0.14
07c6ec76-cb02-58d8-89bd-83eef1d1bd9e,0.15
07ca5a41-6853-50e1-8494-38208fe1af32,1.02
07d8725a-14b7-5c2b-b074-d3d86617539b,0.25
07dd7463-5e9d-5aaa-a821-76df2a67be0d,20
07e55720-b835-57ff-a5b8-45cdea88046a,0.38
07e75ffd-3233-5767-b290-392dc29b49d6,0.14
07ec0867-522a-5d5a-a9f8-d478b6c720e5,0.55
07f9d296-b536-5c1e-80a9-69295f9c1fd6,8.52
07faf723-1478-5096-8e2a-d79cc45fb339,0.11
0807f4b2-ee6a-5133-8838-7df380edf5f7,0.91
0817112f-a490-5037-ac68-09e0c91d7224,0.18
081763ae-5557-5adf-bf34-32e91e65f54c,0.24
081a39c9-3799-5f6e-a8f3-0d509b4f08c3,10.14
0823f7f9-2f26-5e3e-a68a-37b6d69cbcc0,0.51
0825349e-5556-5b48-bf83-7d05cc53a372,1.52
0826baaa-d7e7-5b15-b4d2-46fb2f70cb71,0.39
0849f4d7-f1cc-5b87-a5c9-442bf85cce41,0.15
0852617f-4b23-52d6-9ac1-ef61c9da9e8d,0.17
085d9e89-d899-553e-a4da-bc60a757d92a,0.15
086b3a91-a69e-531e-95b9-c29877af7750,0.35
086f9dac-fe16-5d04-9e80-bd4ff9665973,0.15
087b9e48-3060-5650-b984-c5e73c7dbc5d,0.2
088c2b88-43da-5250-a443-09a0728e0216,0.43
088d292b-19f4-5d4d-a0bc-e30394b63c72,0.4
0893e33b-1ce5-59f6-81ff-0c2bc7ec66c6,0.2
0899c90c-a34f-5de6-bdf3-ed869c103cc3,0.28
08a29a09-ce97-5ac0-b25d-7ceec1e176fb,0.13
08a352de-cf96-5191-8cd1-c09e01ead656,0.58
08a3de0f-225b-5add-b405-c73ef65ec853,1.89
08af01a2-a2ee-5ff3-a71a-bb878ef7ef43,0.13
08b27673-d7f7-521a-bec1-8cd6f2b4f88d,27.87
08b691ab-b17a-5ddb-a07d-b602aaa93e1c,0.15
08c369ea-7b52-57e1-b645-537b0465b971,0.19
08d6f254-9aeb-5500-94e7-e8a091e4374e,0.19
08d96e5b-dba1-55ae-83df-4bc80bc53249,0.31
08e0f33d-3602-5ac9-a839-8e594c791fbf,9.91
08e2596a-d6fc-50d0-9806-4741905395c9,0.99
09223d99-568c-52f4-b6bc-2461ea2939c7,0.19
092c9267-9bf5-5cdd-9fc5-66a3478290cf,0.24
0931cad1-2479-5b61-bcde-e217a4658f07,0.48
0936fcff-63be-55f2-ae89-ef2f1638dae1,0.15
094348e1-2824-54eb-a57d-33f69aca7bf4,0.13
094f7010-9baf-527f-b06d-6ad9234c048f,0.2
0951f187-32a5-5e7e-adcf-2791d9cea436,0.12
095679cc-a83b-5173-9840-b25694c31de4,0.24
096074aa-af25-51d7-9298-40a065e4fb6a,2.46
097738a6-db9a-5733-b3c6-e4a8b9b05569,0.21
097ea1cf-5466-54f6-8189-9a0f14fa0a8e,0.15
09804331-38af-58e4-8f16-4a6375ef6c12,0.12
0983555b-11a8-505d-a581-c19af54380bc,10.03
098d087e-d302-5437-9803-638ff10bbdc6,0.12
098eb8f2-c3d7-53f6-9c7e-c4247d8ca86e,0.12
099404d8-e548-5a02-a4db-72997cd82434,0.15
0997fe48-2536-556d-b8ad-c16a64bb5069,0.4
09a1b2ae-cca7-5eeb-8a59-f885682c9c40,0.93
09a6c48b-e772-588f-9077-fe9f15a2de88,0.25
09b3b3c4-8717-57b0-a1da-b6d9342bb584,1.8
09c73354-3ddd-5b8a-8a0c-9f01f747e4c7,1.23
09e4b228-a7d7-59b7-b56e-e8522a1ceb75,0.15
09f4cb1b-6b4f-5017-ae29-c6ad410a587b,0.22
09fa8432-0588-5942-bff5-23dfbbd66dea,0.25
0a1a353e-d368-59c0-9c26-e16460cf3784,0.14
0a27e827-8e7c-53d8-a375-2f502296e11f,0.24
0a299b25-f477-5381-8c79-be2a82c9c66b,0.82
0a3bcb49-5a44-57e8-a86d-724969acfafd,0.25
0a5fb07a-5cb8-52f8-b4f0-877e414e3ea9,0.17
0a648be8-5a84-53d2-85d2-d37baa784dff,0.19
0a6704e7-65f4-5cff-a63b-6fe0cdca1975,0.5
0a7b10a5-86c7-5c68-b053-d8e0122517fc,2.99
0a8c5480-5bc8-514f-882e-8e955c22f920,0.15
0a96f811-44e8-54d5-b30a-725ddbd6169a,27.61
0a99a3c3-8e88-5065-b8b3-7e435ab43df7,0.15
0a9f3433-52c8-5796-b3f1-a1db8def2cfe,0.15
0abf4ba3-501e-5b11-a78d-4327ba1c5277,0.4
0ac44773-60b0-5290-9557-c5b0e46fea2c,0.15
0ac5020c-3694-5085-9f72-117a57bb58af,0.15
0adb3149-506e-51b8-888e-f10e706c036a,0.3
0aea0978-f27a-5c3f-a318-ca39077f0cc9,0.18
0af13c99-1f92-5dfd-80ac-70e36beff96c,0.11
0affed95-5906-5f52-a1a9-b1814863b24a,0.64
0b03799c-efce-5814-a9b6-466c6f22e904,0.64
0b07951f-58fb-5651-903b-ac0f774bb377,0.21
0b0b988c-1432-5f70-9b9c-b0c84e37a18a,0.13
0b0e3ff5-d2be-5d6a-81f1-6fee13739034,0.33
0b19acf9-47ff-5613-b04d-eef1389a6c13,0.3
0b222f92-025d-5fea-b79d-0dc601b835ce,0.49
0b35cd35-67aa-5281-bff5-541e5e636527,3.72
0b426496-9639-51bb-a030-545794e67fe4,1.27
0b46f6a6-aa9f-5fc1-bad0-dda7141546ab,0.39
0b5a6609-b2d5-5dc1-a9e2-8f5a03151c3b,0.27
0b6966e1-9e61-5894-bd91-2e19cafbec14,0.15
0b6a803d-2e09-5a8a-b883-ba16b10ea8b7,0.14
0b6ce7be-a332-5cc0-bff6-ad8ff7b290e0,0.2
0b745f1a-6110-50ab-b159-b0c1fd013dde,1.55
0b789194-ab0e-5dbf-9f1f-97b3edd42fc8,0.2
0b7a8872-753e-558c-9738-9988e88af3f2,0.69
0b7bd001-f919-561b-90b4-b9e61c147f0f,12.33
0b7ddce4-ee78-511d-9177-f1844a1f2fad,0.13
0b811227-0a8e-50a1-8641-e661231ca374,0.22
0b8bdf8a-bd5c-5f77-9d0c-238d2bf42056,0.14
0b8ccab1-4769-5e64-83f8-9443a5d9a57e,0.13
0b922469-b217-5c96-9352-e089c9aed7d2,0.15
0b93f259-08f0-5efc-a9e5-b10dd81921d2,0.24
0ba9a773-efb2-5582-8497-b2770c597fd6,0.15
0bae5137-6978-5f31-944c-15677655d429,0.17
0bb7f538-d8e9-592e-8f92-6fcd4a2b1ee7,0.71
0bc11bfe-9cf1-54a9-a896-2b48d7254a5e,0.19
0bdf9234-1b5d-548f-a36e-540176ce2c65,0.28
0be352d9-3063-5c51-a0fa-a2394ad7587e,0.17
0bf55f48-fe21-578d-bcfb-b5c0e38778e2,3.08
0bf8b572-d78b-52e2-a287-caa6045ecb7f,2.61
0c019294-e6f2-5d0f-9f8c-15af9a12e516,0.23
0c09a5fd-18ba-554c-8c30-c265bcba9d50,0.18
0c0ea16a-8217-580e-b6cd-81166c6f881d,1.78
0c0fea51-c813-5679-b5ae-d21a26970c1a,0.2
0c1f350f-9eb5-5991-a1c8-1c936b65ad9c,0.52
0c212f5a-b6eb-5db8-8eb2-94c47ea7f36a,0.15
0c24f706-6c16-55bc-b06b-19664edd5274,1.04
0c36cf37-8a4a-5ea9-86b9-d677647d8522,0.22
0c3edbf5-16e1-57f5-92c4-0373be5329cf,0.12
0c45d790-256c-59eb-8e93-6d4318f1977a,0.55
0c4f8d9a-d530-5c5f-8767-6b2a2df02906,6.59
0c511747-ce05-5cc0-8153-e400a1cbd6b0,0.18
0c51418d-c492-5e4d-88c2-68d08b734611,2.09
0c5979ed-068a-541b-86fb-2efe9a45359f,0.18
0c66a201-ec49-592f-8bba-11bae8bb6d30,0.93
0c6d0653-bb71-55ad-8c5e-99c42c8283b8,0.25
0c6f6baa-e63d-542b-9953-98596a0232e8,1.18
0c7b364d-cd41-5b8c-a194-c733574866f7,2.3
0c7deba4-a68e-5c9a-9b82-f41610b24a8a,0.15
0c83568c-aa6a-5d62-8001-7b51579c88e7,0.15
0c89a857-353e-5cf0-b58d-1cc92f78cb33,0.19
0c9256d9-835a-52c9-93e9-aab54f7e2448,0.17
0c9b343b-098f-5c0a-8627-f208734bf64e,0.15
0ca01f13-8760-58d1-9e6f-1a08337af681,0.13
0ca1f0da-d972-50ae-8a71-5ac4ab904ac5,0.99
0ca7ae12-c1c1-5157-b7cb-c59eac745196,0.17
0ca9b101-5ead-502d-85d4-f59c45b2a48f,0.5
0cb3f1e4-2531-5ed1-8d3b-c3a1e3a7248f,0.12
0cbb23d6-1dd9-56c0-a257-d2815e62f9e2,2.44
0cc504a7-6445-54ff-b317-ba61e6ea35a7,0.19
0cd46b49-e859-5391-9419-90bc61493dcd,0.26
0ce43a57-f27b-5226-902a-696426833f48,0.12
0d07714c-f700-5ed0-b354-9c9382bb0c5e,35.49
0d0d903c-80b9-5382-a5ff-f329c94cdba2,0.15
0d183770-9055-51c9-9995-e59279b23acb,0.42
0d1cfbf0-14d8-531e-8e71-3bf6e3322d39,0.2
0d20bccc-09ea-5a65-ab0e-618fc3da6f07,1.8
0d2757e2-4366-5f02-b40a-46b1f9464b8b,0.2
0d34c1ce-c0c4-5124-a9d3-14803952460f,0.93
0d374f35-2956-5390-b1c2-8f0d7d7efa07,0.15
0d3a1bb7-b6d3-5384-a147-fe1b585b38d2,0.17
0d4ad426-4791-5326-a84b-757803fa233d,0.15
0d5ab578-6e97-5e54-b431-b3d8f874a8f6,0.27
0d5b1f44-4a7e-5347-8c54-ca3397643495,14.98
0d67fc88-2096-55b0-b730-8b79b12ebd1f,0.82
0d6eeb92-57d6-5ecc-8b00-46449232eae6,0.12
0d70402e-62af-5252-b66e-badea2e4dcd3,0.13
0d732fb2-e903-5092-b9d5-0f343ef5c143,0.28
0d74543a-0487-5c4e-8afd-5f415ce97fce,0.12
0d76bd6a-e85c-5239-aa14-f4c02eea7b54,0.2
0d76c7f6-c5fa-51f2-8efc-8465606b5b9c,0.12
0d7b6cf7-cc20-5e93-bc4b-2ff69f9d831a,3.2
0d7dcf15-814a-538c-b2c2-2cba2b83aa15,0.19
0d80193e-2fa2-5cc1-b6ba-bfe18ba6ca8c,0.87
0da74c9c-97f9-55f3-b47d-187b69a42877,0.14
0daef7d9-d704-5228-883e-f9aad8fb41e7,0.25
0db0a7a9-012d-5f19-b8c0-09a9ef6e3a73,0.14
0dc5c227-35e3-5b5b-8c29-b54340b3f030,0.15
0dcba486-77a9-5ee4-8c0b-226ccddd8e20,0.14
0dd16b3c-0d2b-55df-9e18-982dde6898d7,18.09
0ddb4f0d-f8c5-54d6-b5b1-981f39d2359b,0.2
0de53337-db93-5cca-8dc0-7d201b8533aa,0.17
0dfab903-a53f-5081-956f-1a68c63d2868,0.88
0e097de4-7dd9-5f79-93e0-c64d663b5c7d,0.15
0e0dafe6-6251-5554-9004-59127c3f6db1,0.17
0e178e79-d9ea-5d7a-822c-896a0756b311,0.36
0e1b5b2f-6cbf-50a4-a112-c41b2ffc60ee,0.22
0e319fc2-c0ae-56bd-9294-3bc16625101a,0.45
0e320956-6d32-5282-9827-ec6d2306be36,0.23
0e333d4e-c131-52e3-87ca-20f8ac8f0709,1.26
0e3bd5da-6fe9-5e8b-9e9a-fbead038bcdf,0.15
0e463764-c875-5dfd-86ac-8497e509cfcd,0.12
0e46be56-493d-5fae-816f-e92f4a92066f,0.15
0e5bf2f0-c59e-53ca-9044-861e11fb2c8e,0.13
0e5d758b-74f1-5c33-9487-6d8053496187,0.2
0e6436fb-48f7-5700-81a8-b84a83739ee7,4.68
0e70beac-bf7e-5ed3-904a-ff26c53e2655,0.62
0e781a69-6e81-5921-80fc-7c0dbaf8fa35,0.56
0e86c219-d1ae-5d21-b1d6-a3e464f986d8,0.25
0ea0c014-6c36-53d6-9d54-dac3964aeb00,0.24
0ea61f50-0f94-5ef8-a015-35b884626e56,0.1
0eb40d13-4ca9-5ca6-9546-e859f51d7df6,0.15
0eb9b385-6d37-5ad6-89f6-51f0697f5711,0.22
0ec3ae76-a72b-5c6f-b847-c7731a747710,0.14
0ecb57cb-5622-5ed5-b39f-48dc235b2831,0.43
0ed783f4-0a08-586f-9902-cd5e07997e69,0.15
0ee21b07-2acf-5ccd-9c0b-21a1b7cd34e9,0.1
0eecae0b-344b-5a22-8ca5-6d6abbbac82a,0.12
0ef3676f-aeb8-5bf0-98e4-076ddca462da,0.23
0ef3b5f7-9c25-5124-be8a-6b3b0a08b048,1.25
0ef814bb-7c5b-5869-a88d-6464af37bcd9,3.26
0efe2587-8b29-5733-9f6a-e3ff69a64ac2,0.14
0f04d940-3723-5fec-9ca2-4ba7679e6a7d,0.61
0f08bbf9-ce10-55ee-8bc8-f49b2e5316e9,0.23
0f0b7897-c73b-50ae-80cd-2d16f3085136,0.14
0f0ec188-dd07-5c44-a3d7-07ccb0e76adb,1.42
0f125b72-7b7d-5bbc-988e-e3cf3c354301,10.6
0f162080-4ca3-5145-8664-ab0b57fc2ea3,0.26
0f3395b3-cda5-5d9d-a56a-0c1c012ccfb3,11.98
0f3782c4-9ccc-5bad-947e-24c0b2a6b42a,3.59
0f3c3f1d-1ca4-5450-8266-a563ae7e6836,24.09
0f3ed8e1-1975-524f-b8f1-8ed2080c0440,2.11
0f42d0da-e8cd-5326-8b79-2c7bfb6a9204,0.18
0f4350cf-0596-5051-a892-9caf428d0940,0.15
0f4769b5-98a7-5231-9122-914a5d4f96d5,1
0f55757a-225e-597f-bb1c-c38d5e323388,0.14
0f657f2c-2116-5cf2-a5c6-18f9a34c6d4f,0.17
0f876824-7453-559e-a039-61ddd23eaf57,0.15
0f8d212f-9d2b-5e6b-8292-1c654daf67f5,0.2
0f8ebe99-c5ee-5794-972d-85698dc5c5cd,0.25
